molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value,standard_value_nm,standard_units_standardized,mol_weight,log_p,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,is_valid_molecule,activity_class,is_active,pic50
CHEMBL83527,COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,IC50,820.0,nM,6.09,13770641.0,[],CHEMBL941537,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1140997,Bioorg Med Chem,2015.0,"{""bei"": ""23.75"", ""le"": ""0.44"", ""lle"": ""2.51"", ""sei"": ""15.73""}",PTEROSTILBENE,CHEMBL83527,0.0,http://www.openphacts.org/units/Nanomolar,2323746.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.82,3405.0,nM,256.301,3.5798000000000023,1,3,38.69,4,2,true,Low Activity,0,5.467882883751195
CHEMBL339355,COC(=O)c1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)cc1,IC50,10000.0,nM,,469121.0,[],CHEMBL766724,Inhibition concentration against cyclooxygenase-2 (COX-2) in human whole blood,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1149180,J Med Chem,2004.0,,,CHEMBL339355,0.0,http://www.openphacts.org/units/Nanomolar,242228.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,414.4350000000002,3.597620000000002,0,7,99.88,5,3,true,Low Activity,0,5.0
CHEMBL112,CC(=O)Nc1ccc(O)cc1,IC50,141253.75,nM,,2598468.5,[],CHEMBL1010944,Inhibition of cyclooxygenase 2 in human whole blood assessed as prostaglandin H2 level,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1151744,J Med Chem,2008.0,,ACETAMINOPHEN,CHEMBL112,0.0,http://www.openphacts.org/units/Nanomolar,726114.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,pIC50,,UO_0000065,3.85,141126.875,nM,151.165,1.3505999999999998,2,2,49.33,1,1,true,Low Activity,0,3.850390275028044
CHEMBL43520,Cc1csc(Sc2cc3c(cc2NS(C)(=O)=O)COC3=O)n1,IC50,6900.0,nM,5.16,271621.0,[],CHEMBL768961,Inhibition of purified recombinant human Prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1132512,Bioorg Med Chem Lett,1999.0,"{""bei"": ""14.48"", ""le"": ""0.32"", ""lle"": ""2.52"", ""sei"": ""6.05""}",,CHEMBL43520,0.0,http://www.openphacts.org/units/Nanomolar,63217.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,6.9,3471.5,nM,356.45000000000016,2.6446200000000006,1,7,85.36,4,2,true,Low Activity,0,5.459482830407427
CHEMBL3322403,COc1cc(C2=NCCN2c2ccc(S(C)(=O)=O)cc2)ccc1F,IC50,10000.0,nM,,15028817.0,[],CHEMBL3365665,Inhibition of human recombinant COX2 using fluorometric substrate by fluorescent inhibitor screening assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3352168,Eur J Med Chem,2014.0,,,CHEMBL3322403,0.0,http://www.openphacts.org/units/Nanomolar,2244529.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,348.39900000000006,2.504600000000001,0,5,58.97,4,2,true,Low Activity,0,5.0
CHEMBL1630231,CCC(CC)COc1cc2c(cc1Cl)C=C(C(=O)O)C(C(F)(F)F)O2,IC50,46.0,nM,7.34,5102628.0,[],CHEMBL1639903,Inhibition of human COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1629461,Bioorg Med Chem Lett,2010.0,"{""bei"": ""19.37"", ""le"": ""0.40"", ""lle"": ""2.39"", ""sei"": ""13.16""}",,CHEMBL1630231,0.0,http://www.openphacts.org/units/Nanomolar,1313129.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.046,46.0,nM,378.774,4.946300000000004,1,3,55.760000000000005,6,1,true,Highly Active,1,7.337242168318426
CHEMBL183653,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccn1,IC50,1780.0,nM,5.75,1445306.5,[],CHEMBL830989,In vitro inhibitory concentration against Prostaglandin G/H synthase 2 enzyme activity ,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1137849,Bioorg Med Chem Lett,2004.0,"{""bei"": ""18.06"", ""le"": ""0.37"", ""lle"": ""2.32"", ""sei"": ""9.15""}",,CHEMBL183653,0.0,http://www.openphacts.org/units/Nanomolar,374327.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.78,3490.0,nM,318.423,3.426020000000001,1,4,62.82,3,3,true,Low Activity,0,5.457174573040819
CHEMBL341298,CSc1cc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,34500.0,nM,4.46,574344.0,[],CHEMBL769654,Tested for inhibitory activity against Prostaglandin G/H synthase 2 from human,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1128445,J Med Chem,1995.0,"{""bei"": ""12.34"", ""le"": ""0.25"", ""lle"": ""-0.15"", ""sei"": ""8.94""}",,CHEMBL341298,0.0,http://www.openphacts.org/units/Nanomolar,242896.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,34.5,34500.0,nM,361.463,4.6132000000000035,1,3,49.93,4,3,true,Low Activity,0,4.462180904926726
CHEMBL1775094,CS(=O)(=O)c1cccc(Oc2ccc(OCCN3CCCC3)cc2)c1,IC50,100000.0,nM,,6190300.0,[],CHEMBL1777070,Inhibition of purified COX2 assessed as formation of oxidized TMPD during reduction og PGG2 to PGH2 preincubated for 15 mins by chromogenic assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1772961,J Med Chem,2011.0,,,CHEMBL1775094,0.0,http://www.openphacts.org/units/Nanomolar,1423317.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,361.46300000000014,3.357000000000002,0,5,55.84000000000001,7,2,true,Low Activity,0,3.999999999999999
CHEMBL2283157,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(O)cc2)cc1,IC50,5300.0,nM,5.28,12533590.0,[],CHEMBL3076632,Inhibition of COX2 (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3045408,Med Chem Res,2013.0,"{""bei"": ""16.57"", ""le"": ""0.33"", ""lle"": ""2.86"", ""sei"": ""5.76""}",,CHEMBL2283157,0.0,http://www.openphacts.org/units/Nanomolar,1825651.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.3,5300.0,nM,318.35,2.4209000000000005,2,4,91.67,4,2,true,Low Activity,0,5.275724130399211
CHEMBL109177,CC1(C)OC(=O)C(Oc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,IC50,40.0,nM,7.40,888985.0,[],CHEMBL665720,In vitro inhibitory potency against human COX-2 (HWB COX-2) by whole blood assay,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1132677,Bioorg Med Chem Lett,1999.0,"{""bei"": ""20.64"", ""le"": ""0.40"", ""lle"": ""4.18"", ""sei"": ""10.62""}",,CHEMBL109177,0.0,http://www.openphacts.org/units/Nanomolar,203410.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.04,30.0,nM,358.4150000000001,3.215600000000002,0,5,69.67,4,2,true,Highly Active,1,7.522878745280337
CHEMBL1956382,Cc1ccc(-c2nnnn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,100000.0,nM,,8057228.0,[],CHEMBL1960446,Competitive inhibition of human recombinant COX2 by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1955784,Bioorg Med Chem Lett,2012.0,,,CHEMBL1956382,0.0,http://www.openphacts.org/units/Nanomolar,1580669.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,315.35800000000006,1.28512,1,6,103.75999999999999,3,3,true,Low Activity,0,3.999999999999999
CHEMBL92154,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,IC50,7.586,nM,8.12,653580.0,[],CHEMBL763870,Inhibition of human Prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1134614,J Med Chem,1996.0,"{""bei"": ""23.71"", ""le"": ""0.46"", ""lle"": ""3.41"", ""sei"": ""23.78""}",,CHEMBL92154,0.0,http://www.openphacts.org/units/Nanomolar,206512.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,pIC50,,UO_0000065,8.12,7.586,nM,342.4350000000002,4.714000000000004,0,2,34.14,3,2,true,Highly Active,1,8.119987161633228
CHEMBL1689432,O=C(Cc1ccccc1)OCCS(=O)(=O)NO,IC50,100000.0,nM,,5314341.0,[],CHEMBL1692420,Inhibition of human recombinant COX-2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1687885,J Med Chem,2011.0,,,CHEMBL1689432,0.0,http://www.openphacts.org/units/Nanomolar,1339121.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,259.28299999999996,0.08090000000000008,2,5,92.7,6,1,true,Low Activity,0,3.999999999999999
CHEMBL70296,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2ccc(Cl)cc2)cc1,IC50,936052.05,nM,,1421950.0,[],CHEMBL875561,Inhibitory concentration for Cyclooxygenase-2 (Prostaglandin G/H synthase 2) in human whole blood,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1142830,Bioorg Med Chem Lett,2005.0,,,CHEMBL70296,0.0,http://www.openphacts.org/units/Nanomolar,364821.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,pIC50,,UO_0000065,3.0287,936052.05,nM,395.26300000000003,4.6841000000000035,0,4,64.35,3,3,true,Low Activity,0,3.028700001262658
CHEMBL76084,Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,IC50,20.0,nM,7.70,2128873.0,[],CHEMBL921788,Inhibition of human COX2 for 17 mins pre-incubated before addition of [1-14C]arachidonic acid,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1145486,J Biol Chem,2007.0,"{""bei"": ""27.92"", ""le"": ""0.55"", ""lle"": ""3.68"", ""sei"": ""15.61""}",,CHEMBL76084,0.0,http://www.openphacts.org/units/Nanomolar,704831.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,20.0,20.0,nM,275.735,4.019120000000003,2,2,49.33,4,2,true,Highly Active,1,7.698970004336018
CHEMBL324826,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cccc(Cl)c2Cl)cc1,IC50,6.0,nM,8.22,142035.0,[],CHEMBL762914,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1145864,J Med Chem,2003.0,"{""bei"": ""20.47"", ""le"": ""0.47"", ""lle"": ""3.32"", ""sei"": ""15.82""}",,CHEMBL324826,0.0,http://www.openphacts.org/units/Nanomolar,220596.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.006,6.0,nM,401.7020000000001,4.903000000000002,0,4,51.96,3,3,true,Highly Active,1,8.221848749616356
CHEMBL5188821,O=C(c1ccc(-c2nc(CSc3nc4ccccc4s3)no2)cc1)N1CCOCC1,IC50,5000.0,nM,5.30,24871196.0,"[{""comments"": null, ""relation"": ""="", ""result_flag"": 0, ""standard_relation"": ""="", ""standard_text_value"": null, ""standard_type"": ""TIME"", ""standard_units"": ""hr"", ""standard_value"": ""0.25"", ""text_value"": null, ""type"": ""TIME"", ""units"": ""min"", ""value"": ""15.0""}]",CHEMBL5242602,Inhibition of COX-2 (unknown origin) using arachidonic acid as substrate preincubated for 15 mins followed by substrate addition by colorimetric assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5241097,Eur J Med Chem,2021.5,"{""bei"": ""12.09"", ""le"": ""0.24"", ""lle"": ""1.19"", ""sei"": ""6.52""}",,CHEMBL5188821,0.5,http://www.openphacts.org/units/Nanomolar,3886716.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.0,5000.0,nM,438.5340000000003,4.111000000000003,0,8,81.35,5,4,true,Low Activity,0,5.301029995663981
CHEMBL272863,COCOc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,IC50,10000.0,nM,,2097598.0,[],CHEMBL947228,Inhibition of human COX2 in human whole blood,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1143107,Bioorg Med Chem,2008.0,,,CHEMBL272863,0.0,http://www.openphacts.org/units/Nanomolar,697750.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,10000.0,10000.0,nM,467.4690000000001,4.160700000000002,1,7,90.41000000000001,8,3,true,Low Activity,0,5.0
CHEMBL150773,CC(=O)c1cc(/C=C/S(N)(=O)=O)cc(C(=O)c2ccccc2)c1,IC50,20000.0,nM,4.70,706887.0,[],CHEMBL665716,In vitro inhibition of PGE-2 generation by LPS-stimulated monocytes isolated from human blood.,F,BAO_0000190,BAO_0000019,assay format,CHEMBL1136059,Bioorg Med Chem Lett,2002.0,,,CHEMBL150773,0.0,http://www.openphacts.org/units/Nanomolar,294067.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,20.0,20000.0,nM,329.37699999999995,2.3794000000000004,1,4,94.30000000000001,5,2,true,Low Activity,0,4.698970004336019
CHEMBL3741490,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,IC50,10000.0,nM,,16410666.0,[],CHEMBL3745493,Inhibition of recombinant human COX-2 preincubated for 15 mins by fluorescence analysis,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3739340,ACS Med Chem Lett,2015.0,,,CHEMBL3741490,0.0,http://www.openphacts.org/units/Nanomolar,2738175.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,379.41600000000017,2.7510000000000012,2,7,85.73000000000002,9,3,true,Low Activity,0,5.0
CHEMBL416363,CC1(O)OC(=O)C(c2cc(F)cc(F)c2)=C1c1ccc(S(C)(=O)=O)cc1,IC50,13400.0,nM,4.87,1008315.5,[],CHEMBL769650,Inhibitory concentration was measured against Prostaglandin G/H synthase 2 in human whole blood,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1136665,Bioorg Med Chem Lett,2003.0,"{""bei"": ""12.81"", ""le"": ""0.26"", ""lle"": ""2.33"", ""sei"": ""6.04""}",,CHEMBL416363,0.0,http://www.openphacts.org/units/Nanomolar,22603.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,13.4,6975.0,nM,380.36800000000005,2.5444000000000004,1,5,80.67,3,2,true,Low Activity,0,5.156455788054364
CHEMBL3746308,CSc1nc(-c2ccc(S(N)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,IC50,370.0,nM,6.43,16414836.0,[],CHEMBL3748620,Inhibition of COX-2 (unknown origin),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3745688,Eur J Med Chem,2016.0,"{""bei"": ""16.89"", ""le"": ""0.37"", ""lle"": ""3.47"", ""sei"": ""7.08""}",,CHEMBL3746308,0.0,http://www.openphacts.org/units/Nanomolar,2740721.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.37,370.0,nM,380.882,2.9570000000000007,1,6,90.86999999999999,4,3,true,Moderately Active,1,6.431798275933005
CHEMBL501782,O=C(O)[C@H]1C[C@](O)(c2ccc(Cl)cc2)[C@@H](c2ccc(Cl)cc2)O1,IC50,3800.0,nM,5.42,2616597.0,[],CHEMBL1036637,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1154444,Eur J Med Chem,2008.0,"{""bei"": ""15.35"", ""le"": ""0.32"", ""lle"": ""1.62"", ""sei"": ""8.12""}",,CHEMBL501782,0.0,http://www.openphacts.org/units/Nanomolar,779334.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,3.8,3800.0,nM,353.201,3.7958000000000016,2,3,66.76,3,2,true,Low Activity,0,5.42021640338319
CHEMBL363102,CS(=O)(=O)c1ccc(-c2c(-c3cccc(F)c3)nn3ncccc23)cc1,IC50,34.0,nM,7.47,1452976.0,[],CHEMBL833052,Inhibition of human cyclooxygenase-2 expressed in COS cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1138006,Bioorg Med Chem Lett,2004.0,"{""bei"": ""20.33"", ""le"": ""0.39"", ""lle"": ""3.86"", ""sei"": ""11.61""}",,CHEMBL363102,0.0,http://www.openphacts.org/units/Nanomolar,376502.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,34.0,34.0,nM,367.40500000000003,3.605900000000002,0,5,64.33,3,4,true,Highly Active,1,7.468521082957744
CHEMBL149506,CNC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,IC50,2000.0,nM,,837498.0,[],CHEMBL771918,Inhibition of the human Prostaglandin G/H synthase 2 was determined by thin-layer chromatography assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1135055,Bioorg Med Chem Lett,2002.0,,,CHEMBL149506,0.0,http://www.openphacts.org/units/Nanomolar,291513.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,2.0,2000.0,nM,309.196,4.405020000000002,2,2,41.13,3,2,true,Low Activity,0,5.698970004336018
CHEMBL270670,NS(=O)(=O)c1ccc(/N=C/c2ccc(O)cc2)cc1,IC50,3420.0,nM,5.47,2093992.0,[],CHEMBL932255,Inhibition of COX2 in human whole blood assessed as effect on LPS-stimulated PGE2 production,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1141614,Bioorg Med Chem,2008.0,"{""bei"": ""19.78"", ""le"": ""0.39"", ""lle"": ""3.68"", ""sei"": ""5.89""}",,CHEMBL270670,0.0,http://www.openphacts.org/units/Nanomolar,691611.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,3.42,3420.0,nM,276.317,1.7902,2,4,92.75000000000001,3,2,true,Low Activity,0,5.465973893943864
CHEMBL27975,NS(=O)(=O)c1ccc(-n2ncc(Br)c2-c2ccc(Cl)cc2)cc1,IC50,31.0,nM,7.51,688203.0,[],CHEMBL769648,Inhibitory concentration against human prostaglandin G/H synthase 2 at 25 degrees.,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1135018,Bioorg Med Chem Lett,2001.0,"{""bei"": ""18.19"", ""le"": ""0.45"", ""lle"": ""3.91"", ""sei"": ""9.63""}",,CHEMBL27975,0.0,http://www.openphacts.org/units/Nanomolar,166420.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.031,31.0,nM,412.69600000000014,3.6026000000000016,1,4,77.98,3,3,true,Highly Active,1,7.508638306165727
CHEMBL2333746,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)NC(C)(C)C)cc1,IC50,11120.0,nM,4.95,12686548.0,[],CHEMBL2340595,Inhibition of COX-2 (unknown origin) by chemiluminescence assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL2331353,Eur J Med Chem,2013.0,"{""bei"": ""12.53"", ""le"": ""0.23"", ""lle"": ""0.14"", ""sei"": ""8.72""}",,CHEMBL2333746,0.0,http://www.openphacts.org/units/Nanomolar,1867830.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,11.12,11120.0,nM,395.4990000000001,4.810700000000004,1,4,56.790000000000006,7,2,true,Low Activity,0,4.953895212753961
CHEMBL4167707,O=C(NCCOc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1)c1ccccc1F,IC50,70000.0,nM,4.16,18410748.0,[],CHEMBL4151937,Inhibition of human COX2 pre-incubated for 10 mins before arachidonic acid addition and measured after 2 mins by EIA method,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4145689,J Med Chem,2018.0,"{""bei"": ""8.53"", ""le"": ""0.17"", ""lle"": ""1.57"", ""sei"": ""3.50""}",,CHEMBL4167707,0.0,http://www.openphacts.org/units/Nanomolar,3055674.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,70.0,70000.0,nM,486.8910000000003,2.5797000000000008,2,8,118.57000000000001,8,3,true,Low Activity,0,4.154901959985743
CHEMBL2063730,CC(C(=O)O)c1ccc(NC2CCCC2)cc1F,IC50,21300.0,nM,4.67,10970314.0,[],CHEMBL2066530,Inhibition of LPS-stimulated human whole blood COX-2 assessed as inhibition of PGE2 production by EIA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL2062479,J Med Chem,2012.0,"{""bei"": ""18.59"", ""le"": ""0.35"", ""lle"": ""1.30"", ""sei"": ""9.47""}",,CHEMBL2063730,0.0,http://www.openphacts.org/units/Nanomolar,1659690.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,21.3,21300.0,nM,251.30099999999993,3.3683000000000023,2,2,49.33,4,1,true,Low Activity,0,4.671620396561262
CHEMBL1290801,Cc1cc(OC(F)(F)F)cc2c1O[C@@H](C(F)(F)F)C(C(=O)O)=C2,IC50,100000.0,nM,4.00,3602272.0,[],CHEMBL1291411,Inhibition of human COX-2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1287644,Bioorg Med Chem Lett,2010.0,"{""bei"": ""11.69"", ""le"": ""0.24"", ""lle"": ""0.32"", ""sei"": ""7.17""}",,CHEMBL1290801,0.0,http://www.openphacts.org/units/Nanomolar,976383.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,342.1910000000001,3.684920000000001,1,3,55.760000000000005,2,1,true,Low Activity,0,3.999999999999999
CHEMBL154839,COc1ccc(C(=O)NNc2ccc(Cl)cc2)cc1,IC50,470.0,nM,6.33,105475.0,[],CHEMBL768959,Inhibitory activity against human prostaglandin G/H synthase 2 in ECV-304 cells measured by the presence of PGE-2,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1133431,Bioorg Med Chem Lett,2000.0,"{""bei"": ""22.87"", ""le"": ""0.45"", ""lle"": ""3.22"", ""sei"": ""12.57""}",,CHEMBL154839,0.0,http://www.openphacts.org/units/Nanomolar,305346.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.47,470.0,nM,276.723,3.105500000000001,2,3,50.36,4,2,true,Moderately Active,1,6.327902142064282
CHEMBL1814714,COc1ccc(-c2cc(C(C)C(=O)[O-])ccc2CC2CCCC2=O)cc1.[Na+],IC50,1000000.0,nM,,6310200.0,[],CHEMBL1816061,Inhibition of human whole blood COX-2 assessed as production of PGE2 after 24 hrs by EIA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1811892,Bioorg Med Chem,2011.0,,,CHEMBL1852849,0.0,http://www.openphacts.org/units/Nanomolar,1449504.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1000.0,1000000.0,nM,374.41200000000015,0.13130000000000086,0,4,66.43,6,2,true,Low Activity,0,2.9999999999999996
CHEMBL348645,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccc(F)c(F)c2)cc1,IC50,30000.0,nM,,727465.0,[],CHEMBL766722,In vivo ability to inhibit Prostaglandin G/H synthase 2 in human whole blood assay,B,BAO_0000190,BAO_0000218,organism-based format,CHEMBL1129864,Bioorg Med Chem Lett,1997.0,,,CHEMBL348645,0.0,http://www.openphacts.org/units/Nanomolar,307103.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,30.0,30000.0,nM,391.4240000000001,3.8065000000000024,0,6,64.33,3,4,true,Low Activity,0,4.522878745280337
CHEMBL2063732,CC(C(=O)O)c1ccc(OC2CCCC2=O)cc1F,IC50,24100.0,nM,4.62,10970315.0,[],CHEMBL2066530,Inhibition of LPS-stimulated human whole blood COX-2 assessed as inhibition of PGE2 production by EIA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL2062479,J Med Chem,2012.0,"{""bei"": ""17.34"", ""le"": ""0.33"", ""lle"": ""2.11"", ""sei"": ""7.26""}",,CHEMBL2063732,0.0,http://www.openphacts.org/units/Nanomolar,1659692.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,24.1,24100.0,nM,266.2679999999999,2.5142000000000007,1,3,63.6,4,1,true,Low Activity,0,4.617982957425131
CHEMBL424,O=C(O)c1ccccc1O,IC50,40000.0,nM,,22475426.0,"[{""comments"": null, ""relation"": ""="", ""result_flag"": 0, ""standard_relation"": ""="", ""standard_text_value"": null, ""standard_type"": ""TIME"", ""standard_units"": ""hr"", ""standard_value"": ""0.1667"", ""text_value"": null, ""type"": ""Time"", ""units"": ""min"", ""value"": ""10.0""}]",CHEMBL4686183,Inhibition of human COX2 assessed as reduction in PGF2alpha formation using arachidonic acid as substrate incubated for 10 mins by ELISA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4680229,Eur J Med Chem,2020.0,,SALICYLIC ACID,CHEMBL424,0.0,http://www.openphacts.org/units/Nanomolar,3522651.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,40.0,40000.0,nM,138.12199999999999,1.0903999999999998,2,2,57.53,1,1,true,Low Activity,0,4.3979400086720375
